country,bank_account,location_type,cellphone_access,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size_binned
Uganda,No,Rural,No,38,Female,Head of Household,Married/Living together,No formal education,Other Income,size 3 or below
Uganda,No,Urban,No,16,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,17,Male,Parent,Single/Never Married,Primary education,Other Income,size btw 7 and 10
Uganda,No,Urban,Yes,28,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,58,Female,Spouse,Married/Living together,No formal education,Self employed,size 3 or below
Uganda,No,Rural,No,28,Female,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,24,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,37,Female,Spouse,Married/Living together,No formal education,Self employed,size above 10
Uganda,No,Rural,No,40,Female,Spouse,Married/Living together,No formal education,Self employed,size 3 or below
Uganda,No,Urban,Yes,33,Female,Parent,Single/Never Married,Secondary education,No Income,size 3 or below
Uganda,No,Rural,Yes,40,Female,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,73,Male,Head of Household,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,32,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,45,Female,Head of Household,Widowed,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,43,Female,Child,Married/Living together,No formal education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,65,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,29,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,30,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,30,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,30,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,80,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,17,Female,Other relative,Single/Never Married,Primary education,Other Income,size btw 7 and 10
Uganda,Yes,Urban,Yes,27,Female,Spouse,Married/Living together,Tertiary education,Other Income,size 3 or below
Uganda,No,Urban,No,38,Male,Head of Household,Widowed,Secondary education,Other Income,size 3 or below
Uganda,Yes,Rural,Yes,24,Male,Parent,Single/Never Married,Vocational/Specialised training,Self employed,size 3 or below
Uganda,No,Rural,Yes,30,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,25,Female,Spouse,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,26,Male,Head of Household,Married/Living together,Primary education,No Income,size 3 or below
Uganda,No,Rural,No,30,Male,Head of Household,Married/Living together,No formal education,No Income,size 3 or below
Uganda,No,Urban,Yes,35,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,73,Female,Head of Household,Widowed,Primary education,No Income,size 3 or below
Uganda,No,Urban,Yes,60,Female,Head of Household,Divorced/Seperated,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,29,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,No,16,Female,Parent,Single/Never Married,Primary education,No Income,size btw 4 and 6
Uganda,Yes,Urban,Yes,30,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,20,Female,Parent,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,36,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,size 3 or below
Uganda,No,Rural,No,45,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 7 and 10
Uganda,No,Urban,Yes,27,Female,Head of Household,Divorced/Seperated,Primary education,Other Income,size 3 or below
Uganda,Yes,Rural,Yes,50,Male,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer,size btw 7 and 10
Uganda,No,Rural,No,45,Male,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,20,Female,Spouse,Married/Living together,No formal education,No Income,size 3 or below
Uganda,No,Rural,No,56,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,38,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Rural,Yes,24,Female,Spouse,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,Yes,Urban,Yes,27,Female,Spouse,Married/Living together,Secondary education,No Income,size 3 or below
Uganda,No,Rural,No,40,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,35,Male,Head of Household,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,65,Female,Head of Household,Widowed,Primary education,Other Income,size 3 or below
Uganda,Yes,Urban,Yes,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,26,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,60,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,58,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,25,Female,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Rural,No,16,Male,Child,Single/Never Married,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,No,35,Female,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,19,Male,Head of Household,Single/Never Married,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Rural,Yes,18,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,26,Male,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer,size btw 7 and 10
Uganda,No,Rural,Yes,45,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,No,20,Male,Other relative,Single/Never Married,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,No,44,Female,Other relative,Widowed,Primary education,Other Income,size btw 7 and 10
Uganda,No,Urban,No,70,Male,Head of Household,Divorced/Seperated,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,66,Female,Head of Household,Widowed,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,27,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,17,Female,Other relative,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Urban,No,49,Female,Head of Household,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,No,36,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,32,Female,Parent,Divorced/Seperated,Secondary education,Formally employed Private,size btw 4 and 6
Uganda,No,Urban,Yes,31,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,No,58,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,Yes,Urban,Yes,23,Female,Head of Household,Divorced/Seperated,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,No,62,Male,Head of Household,Widowed,No formal education,No Income,size 3 or below
Uganda,No,Rural,Yes,75,Male,Head of Household,Widowed,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Rural,Yes,50,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,33,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,35,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,40,Male,Spouse,Married/Living together,No formal education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,54,Female,Head of Household,Divorced/Seperated,No formal education,Other Income,size 3 or below
Uganda,No,Rural,Yes,21,Female,Spouse,Married/Living together,Secondary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,36,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,65,Female,Head of Household,Widowed,No formal education,Other Income,size 3 or below
Uganda,Yes,Urban,Yes,23,Female,Child,Single/Never Married,Tertiary education,Formally employed Private,size btw 4 and 6
Uganda,Yes,Urban,Yes,47,Male,Parent,Married/Living together,Primary education,Formally employed Private,size above 10
Uganda,No,Rural,No,19,Female,Head of Household,Married/Living together,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,33,Female,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,32,Male,Parent,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,18,Female,Spouse,Married/Living together,Primary education,Formally employed Private,size 3 or below
Uganda,No,Urban,Yes,26,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,No,50,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,64,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,30,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,22,Female,Parent,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,21,Male,Parent,Single/Never Married,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Rural,Yes,39,Male,Head of Household,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,No,30,Female,Head of Household,Married/Living together,No formal education,Dont Know/Refuse to answer,size btw 4 and 6
Uganda,No,Rural,Yes,39,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,22,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,30,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,No,18,Male,Parent,Single/Never Married,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,31,Female,Head of Household,Single/Never Married,Primary education,Dont Know/Refuse to answer,size btw 7 and 10
Uganda,No,Rural,Yes,18,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,18,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,Yes,38,Male,Head of Household,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,25,Female,Head of Household,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,18,Female,Parent,Single/Never Married,Primary education,Other Income,size above 10
Uganda,No,Rural,Yes,40,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Urban,Yes,18,Female,Parent,Single/Never Married,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,19,Female,Parent,Divorced/Seperated,Secondary education,Self employed,size above 10
Uganda,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,No,65,Male,Head of Household,Married/Living together,No formal education,Self employed,size above 10
Uganda,Yes,Urban,Yes,38,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,32,Female,Spouse,Married/Living together,No formal education,No Income,size 3 or below
Uganda,No,Rural,Yes,20,Female,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,30,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,18,Female,Spouse,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,25,Female,Spouse,Married/Living together,Secondary education,Dont Know/Refuse to answer,size btw 4 and 6
Uganda,No,Rural,Yes,40,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,35,Female,Spouse,Married/Living together,Primary education,No Income,size btw 4 and 6
Uganda,No,Urban,Yes,30,Female,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,No,19,Male,Other relative,Single/Never Married,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,28,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,40,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,65,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,41,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,32,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,23,Female,Head of Household,Married/Living together,Secondary education,No Income,size 3 or below
Uganda,No,Rural,Yes,21,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,No Income,size 3 or below
Uganda,No,Rural,Yes,22,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,Yes,Urban,Yes,22,Male,Other relative,Single/Never Married,Secondary education,Formally employed Private,size btw 4 and 6
Uganda,No,Rural,Yes,24,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,45,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,20,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,43,Female,Head of Household,Widowed,No formal education,No Income,size 3 or below
Uganda,No,Rural,No,23,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,Yes,Rural,Yes,46,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,31,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,32,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,49,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,43,Male,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,25,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,35,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,31,Female,Spouse,Married/Living together,Secondary education,No Income,size 3 or below
Uganda,No,Urban,Yes,28,Male,Head of Household,Married/Living together,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,19,Female,Parent,Single/Never Married,Primary education,Other Income,size btw 7 and 10
Uganda,No,Urban,No,25,Female,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,38,Female,Spouse,Married/Living together,Primary education,Other Income,size above 10
Uganda,Yes,Rural,Yes,35,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,52,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,50,Female,Spouse,Married/Living together,No formal education,Self employed,size 3 or below
Uganda,No,Rural,Yes,43,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,21,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,Yes,Urban,Yes,20,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,29,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,35,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,34,Female,Head of Household,Married/Living together,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,29,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,18,Male,Parent,Single/Never Married,Primary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,24,Female,Other relative,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,58,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,25,Female,Spouse,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,29,Female,Parent,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,41,Female,Head of Household,Widowed,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,44,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,30,Female,Head of Household,Married/Living together,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,20,Male,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,No,25,Female,Head of Household,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,48,Female,Head of Household,Widowed,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,49,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,25,Female,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,20,Female,Head of Household,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,47,Male,Head of Household,Married/Living together,Primary education,Self employed,size above 10
Uganda,No,Rural,Yes,33,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,42,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,19,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,30,Female,Parent,Divorced/Seperated,Primary education,Self employed,size 3 or below
Uganda,Yes,Urban,Yes,35,Female,Spouse,Married/Living together,Secondary education,Formally employed Private,size btw 4 and 6
Uganda,No,Rural,Yes,26,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,25,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,40,Female,Head of Household,Widowed,No formal education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,20,Male,Other relative,Single/Never Married,Primary education,Other Income,size btw 4 and 6
Uganda,No,Urban,Yes,20,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,42,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,30,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,18,Female,Parent,Single/Never Married,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,22,Female,Spouse,Married/Living together,Primary education,No Income,size 3 or below
Uganda,No,Rural,No,19,Female,Spouse,Married/Living together,Primary education,No Income,size btw 7 and 10
Uganda,No,Urban,Yes,20,Male,Other non-relatives,Single/Never Married,Secondary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,46,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,43,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,36,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Rural,No,16,Male,Parent,Single/Never Married,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,23,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,28,Male,Head of Household,Married/Living together,Primary education,Dont Know/Refuse to answer,size 3 or below
Uganda,No,Rural,No,48,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,No,36,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,28,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,22,Male,Other relative,Single/Never Married,Tertiary education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,45,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,30,Female,Parent,Divorced/Seperated,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,45,Female,Head of Household,Married/Living together,Primary education,Other Income,size 3 or below
Uganda,No,Rural,Yes,53,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,40,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,47,Female,Spouse,Married/Living together,Primary education,No Income,size btw 7 and 10
Uganda,No,Urban,Yes,75,Female,Head of Household,Widowed,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,32,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,No,28,Female,Other relative,Married/Living together,Primary education,No Income,size above 10
Uganda,No,Rural,No,67,Female,Head of Household,Widowed,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,28,Male,Head of Household,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,28,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,25,Female,Spouse,Married/Living together,Primary education,No Income,size btw 4 and 6
Uganda,No,Urban,Yes,28,Male,Head of Household,Single/Never Married,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,40,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,Yes,Rural,Yes,54,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,54,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,30,Female,Parent,Married/Living together,Secondary education,Formally employed Private,size above 10
Uganda,No,Rural,Yes,23,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,Yes,Urban,Yes,24,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,25,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,27,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,48,Female,Head of Household,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,20,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,38,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,48,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,22,Female,Spouse,Married/Living together,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Urban,Yes,27,Female,Head of Household,Divorced/Seperated,Secondary education,No Income,size btw 4 and 6
Uganda,No,Rural,Yes,45,Male,Head of Household,Widowed,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,No,24,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 7 and 10
Uganda,No,Urban,Yes,48,Female,Head of Household,Divorced/Seperated,Primary education,Other Income,size 3 or below
Uganda,No,Urban,Yes,25,Female,Other non-relatives,Divorced/Seperated,Secondary education,Formally employed Private,size btw 4 and 6
Uganda,No,Rural,Yes,20,Female,Spouse,Married/Living together,Vocational/Specialised training,Other Income,size 3 or below
Uganda,No,Rural,Yes,29,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Urban,Yes,27,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,23,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,21,Female,Child,Single/Never Married,Primary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,30,Female,Spouse,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,No,43,Female,Spouse,Married/Living together,Secondary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,40,Male,Head of Household,Married/Living together,Secondary education,Self employed,size btw 7 and 10
Uganda,No,Rural,No,21,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,16,Female,Parent,Single/Never Married,Secondary education,Self employed,size above 10
Uganda,No,Rural,No,50,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,43,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,45,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,22,Female,Spouse,Married/Living together,Secondary education,No Income,size btw 4 and 6
Uganda,No,Rural,No,19,Male,Parent,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,50,Female,Spouse,Married/Living together,No formal education,Self employed,size btw 7 and 10
Uganda,No,Rural,Yes,16,Female,Parent,Single/Never Married,Secondary education,No Income,size 3 or below
Uganda,No,Rural,Yes,24,Female,Other relative,Single/Never Married,Secondary education,Other Income,size btw 4 and 6
Uganda,No,Rural,Yes,24,Male,Head of Household,Married/Living together,Secondary education,Self employed,size 3 or below
Uganda,No,Rural,No,30,Female,Spouse,Married/Living together,No formal education,No Income,size 3 or below
Uganda,Yes,Urban,Yes,25,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,size 3 or below
Uganda,No,Rural,Yes,20,Female,Parent,Single/Never Married,Vocational/Specialised training,Self employed,size above 10
Uganda,No,Rural,No,21,Female,Spouse,Married/Living together,Primary education,Self employed,size 3 or below
Uganda,No,Rural,Yes,32,Female,Spouse,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,23,Male,Head of Household,Single/Never Married,Primary education,Self employed,size 3 or below
Uganda,No,Urban,Yes,29,Female,Head of Household,Single/Never Married,Secondary education,Self employed,size btw 7 and 10
Uganda,Yes,Urban,Yes,24,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income,size 3 or below
Uganda,No,Rural,No,50,Female,Head of Household,Widowed,No formal education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,29,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,size btw 4 and 6
Uganda,No,Rural,No,30,Female,Spouse,Married/Living together,No formal education,Other Income,size btw 4 and 6
Uganda,No,Rural,No,81,Male,Head of Household,Married/Living together,Primary education,No Income,size 3 or below
Uganda,No,Rural,Yes,44,Male,Head of Household,Married/Living together,Primary education,Other Income,size btw 7 and 10
Uganda,No,Rural,Yes,65,Female,Head of Household,Widowed,No formal education,Other Income,size 3 or below
Uganda,No,Rural,Yes,25,Male,Head of Household,Married/Living together,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,Yes,43,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,size btw 4 and 6
Uganda,No,Rural,No,69,Female,Head of Household,Widowed,Primary education,Self employed,size btw 4 and 6
